Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Eriophorum,b E. scheuchzeri ssp. arcticum,R,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. tolmatchevii,No,No,No,?,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,a E. russeolum ssp. russeolum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,b E. russeolum ssp. leiocarpum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. x medium,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,a E. vaginatum ssp. vaginatum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,b E. vaginatum ssp. spissum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. callitrix,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. brachyantherum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trichophorum, T. alpinum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trichophorum, T. uniflorum,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Trichophorum, T. cespitosum (ssp. cespitosum),No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis,a E. quinqueflora ssp. quinqueflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis,b E. quinqueflora ssp. fernaldii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis, E. acicularis (ssp. acicularis),No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis, E. palustris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis, E. macrostachya,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Eleocharis, E. mamillata (ssp. mamillata),No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Eleocharis, E. uniglumis (ssp. uniglumis),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eleocharis, E. kamtschatica,No,No,No,No,b,R,1,,1,NA,NA,NA,NA,NA,NA
 Kobresia, K. myosuroides,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Kobresia, K. sibirica,No,No,R,S,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Kobresia,a K. filifolia ssp. subfilifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Kobresia,a K. simpliciuscula ssp. subholarctica,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. atherodes,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. lasiocarpa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. mollissima,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rostrata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. utriculata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rhynchophysa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rotundata,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. miliaris,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. vesicaria,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. membranacea,No,?,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. saxatilis ssp. saxatilis,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. saxatilis ssp. laxa,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. oligosperma,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,"b C. vaginata ssp. ""nova""",No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. panicea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. livida,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. laxa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. bicolor,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. aurea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. garberi,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. sabynensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. trautvetteriana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. flava,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. demissa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. viridula var. pulchella,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. concinna,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. pediformis ssp. pediformis,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Carex,b C. pediformis ssp. reventa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. globularis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. vanheurckii (ssp. vanheurckii),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. deflexa (var. deflexa),No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. umbellata,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pilulifera,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. ericetorum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. melanocarpa,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. alba,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. eburnea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. supina ssp. spaniocarpa,No,No,R,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. glacialis,No,No,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. macrogyna,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. petricosa var. petricosa,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. petricosa var. misandroides,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Carex,a C. fuliginosa ssp. misandra,R,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. atrofusca,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. williamsii,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. ledebouriana (ssp. ledebouriana),No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. krausei,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. capillaris ssp. capillaris,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. capillaris ssp. chlorostachys,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,c C. capillaris ssp. fuscidula,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. paupercula,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. limosa,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rariflora,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pluriflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. macrochaeta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. riishirensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. podocarpa,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. microchaeta ssp. microchaeta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. microchaeta ssp. nesophila,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. gmelinii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. buxbaumii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. adelostoma,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. atrata,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. atrosquamea,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. albonigra,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. aterrima (ssp. aterrima),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. sabulosa ssp. leiophylla,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. stylosa var. stylosa,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. stylosa var. nigritella,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. meyeriana,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. holostoma,No,No,No,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. media,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. norvegica ssp. norvegica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. norvegica ssp. inserrulata,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,c C. norvegica ssp. conicorostrata,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Carex, C. paleacea,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. lyngbyei ssp. lyngbyei,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. lyngbyei ssp. cryptocarpa,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. salina,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. ramenskii,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. subspathacea,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. recta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. halophila auct.,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. acuta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. nigra ssp. nigra,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. nigra ssp. juncella,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. appendiculata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. aquatilis ssp. aquatilis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. aquatilis var. dives,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,c C. aquatilis ssp. stans,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. schmidtii,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. minuta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. cespitosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. bigelowii ssp. bigelowii,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. bigelowii ssp. rigida,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,c C. bigelowii ssp. lugens,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. eleusinoides,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. lenticularis var. lenticularis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. lenticularis var. lipocarpa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rufina,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. diandra,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pseudocuraica,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. praecox,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. pallida,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. chordorrhiza,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. duriuscula,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. maritima,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. enervis (ssp. enervis),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. disperma,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. macloviana,No,No,No,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pachystachya,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Carex, C. praticola,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. foenea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. interior,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. echinata (ssp. echinata),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. mackenziei,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. canescens (ssp. canescens),No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. lapponica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. bonanzensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. arcta,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. kreczetoviczii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. brunnescens ssp. brunnescens,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. brunnescens ssp. vitilis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,c C. brunnescens ssp. alaskana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. trisperma,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. loliacea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. tenuiflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. heleonastes,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. marina ssp. marina,No,No,S,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. marina ssp. pseudolagopina,No,No,S,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. glareosa (ssp. glareosa),No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. lachenalii,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. ursina,No,R,F,F,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Carex, C. dioica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. gynocrates,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. parallela ssp. parallela,No,No,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. parallela ssp. redowskiana,No,No,No,R,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. microglochin,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pauciflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. obtusata,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. rupestris,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. micropoda,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. leptalea (ssp. leptalea),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. filifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. anthoxanthea,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. scirpoidea ssp. scirpoidea,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. scirpoidea ssp. stenochlaena,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. pulicaris,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. capitata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Carex, C. arctogena,No,No,No,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,a C. nardina ssp. nardina,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Carex,b C. nardina ssp. hepburnii,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. mutabilis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,a E. trachycaulus ssp. trachycaulus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,b E. trachycaulus ssp. novae�angliae,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,c E. trachycaulus ssp. subsecundus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,d E. trachycaulus ssp. virescens,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. violaceus,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,a E. alaskanus ssp. alaskanus,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,b E. alaskanus ssp. borealis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,c E. alaskanus ssp. hyperarcticus,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. macrourus,No,No,?,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. jacutensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,a E. fibrosus ssp. fibrosus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus,b E. fibrosus ssp. subfibrosus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. caninus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Elymus, E. confusus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pseudoroegneria, P. spicata (ssp. spicata),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pseudoroegneria,a P. strigosa ssp. jacutorum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Elytrigia, E. repens (ssp. repens),No,No,No,No,*,F,1,,NA,1,NA,NA,NA,NA,NA
 Hystrix, H. sibirica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus,a L. mollis ssp. mollis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus,b L. mollis ssp. villosissimus,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus, L. interior,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus, L. arenarius,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus,a L. innovatus ssp. innovatus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leymus,b L. innovatus ssp. velutinus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hordeum, H. jubatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,1,NA,NA
 Hordeum, H. brachyantherum,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Hordeum, H. brevisubulatum,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Bromopsis, B. pumpelliana,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Bromopsis, B. inermis,No,No,No,No,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Bromopsis, B. ciliata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anthoxanthum, A. nipponicum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anthoxanthum, A. odoratum,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Hierochloe, H. alpina,No,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe, H. orthantha,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe,a H. odorata ssp. odorata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe,b H. odorata ssp. arctica,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe,c H. odorata ssp. kolymensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe,a H. glabra ssp. sibirica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Hierochloe, H. pauciflora,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Avenula, A. pubescens,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Avenula, A. dahurica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Helictotrichon, H. krylovii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Trisetum,a T. sibiricum ssp. sibiricum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trisetum,b T. sibiricum ssp. litorale,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trisetum, T. subalpestre,No,No,No,?,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Trisetum,a T. spicatum ssp. spicatum,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Trisetum,b T. spicatum ssp. molle,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Koeleria,a K. pyramidata ssp. seminuda,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Koeleria,a K. glauca ssp. pohleana,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Koeleria, K. asiatica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sphenopholis, S. intermedia,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Deschampsia, D. cespitosa,No,No,**,*,F,F,1,,NA,NA,1,NA,NA,NA,NA
 Deschampsia, D. alpina,R,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia, D. brevifolia,F,F,F,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia, D. anadyrensis,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia,a D. sukatschewii ssp. sukatschewii,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia,b D. sukatschewii ssp. orientalis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia,c D. sukatschewii ssp. borealis,No,?,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia, D. obensis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Deschampsia, D. beringensis,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Avenella, A. flexuosa,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Vahlodea, V. atropurpurea,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Vahlodea,a V. latifolia ssp. paramushirensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Milium, M. effusum,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. sesquiflora,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,a C. purpurascens ssp. purpurascens,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,b C. purpurascens ssp. laricina,No,No,No,?,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,c C. purpurascens ssp. arctica,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,a C. lapponica ssp. lapponica,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,b C. lapponica ssp. sibirica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,a C. neglecta ssp. neglecta,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,b C. neglecta ssp. groenlandica,No,?,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. holmii,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. inexpansa,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. deschampsioides,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. phragmitoides,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. purpurea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. tenuis,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,a C. canadensis ssp. canadensis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis,b C. canadensis ssp. langsdorfii,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calamagrostis, C. epigeios,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
