"","SiteSubsitePlot","CoverChange","Duration"
"89","LOGH:LOGH5:LOGH5_T12",3.57519898873439,16
"90","LOGH:LOGH5:LOGH5_T2",-4.05844155844156,16
"91","LOGH:LOGH5:LOGH5_T3",1.29046162256494,16
"92","LOGH:LOGH5:LOGH5_T4",1.98293770755462,16
"93","LOGH:LOGH5:LOGH5_T5",-0.564605701592003,16
"94","LOGH:LOGH5:LOGH5_T6",-2.83018867924528,16
"95","LOGH:LOGH5:LOGH5_T7",-2.02405690537084,16
"96","LOGH:LOGH5:LOGH5_T8",0.130380555876113,16
"97","LOGH:LOGH5:LOGH5_T9",3.51731601731602,16
"98","LORI:LORI1:LORI1_T1",-0.931331238593808,16
"99","LORI:LORI1:LORI1_T10",-0.67345783344568,16
"100","LORI:LORI1:LORI1_T11",0.609301669788708,16
"101","LORI:LORI1:LORI1_T12",-0.461303572927313,16
"102","LORI:LORI1:LORI1_T13",-0.0275700038358258,16
"103","LORI:LORI1:LORI1_T14",-1.07840574199068,16
"104","LORI:LORI1:LORI1_T15",-0.320177023121387,16
"105","LORI:LORI1:LORI1_T16",-0.937787702493585,16
"106","LORI:LORI1:LORI1_T17",1.27817774652058,16
"107","LORI:LORI1:LORI1_T18",-0.805529215520702,16
"108","LORI:LORI1:LORI1_T19",0.704642764250415,16
"109","LORI:LORI1:LORI1_T2",-0.547468357674373,16
"110","LORI:LORI1:LORI1_T20",0.0339628491769517,16
"111","LORI:LORI1:LORI1_T3",-1.51499642053326,16
"112","LORI:LORI1:LORI1_T4",1.62499772010141,16
"113","LORI:LORI1:LORI1_T5",0.680438272035731,16
"114","LORI:LORI1:LORI1_T6",-1.78061629926127,16
"115","LORI:LORI1:LORI1_T7",0.279715677241016,16
"116","LORI:LORI1:LORI1_T8",-2.6218416364526,16
"117","LORI:LORI1:LORI1_T9",1.39539738847173,16
"118","LORI:LORI3:LORI3_T1",1.29413709554461,16
"119","LORI:LORI3:LORI3_T10",-4.76190476190476,16
"120","LORI:LORI3:LORI3_T11",-4.98140276301807,16
"121","LORI:LORI3:LORI3_T12",-2.02393458216715,16
"122","LORI:LORI3:LORI3_T13",-0.220722037853474,16
"123","LORI:LORI3:LORI3_T14",-4.09201680809988,16
"124","LORI:LORI3:LORI3_T15",-1.83231135076668,16
"125","LORI:LORI3:LORI3_T16",-1.29474682593344,16
"126","LORI:LORI3:LORI3_T17",-2.06435648508819,16
"127","LORI:LORI3:LORI3_T18",-0.807614284962781,16
"128","LORI:LORI3:LORI3_T19",-2.63269197683088,16
"129","LORI:LORI3:LORI3_T2",-1.08967690885167,16
"130","LORI:LORI3:LORI3_T20",-0.0244602694778102,16
