"","ID","LAT","LONG","year","annual_prec"
"202",6,62.11508,12.27236,"1980",1058.63
"203",6,62.11508,12.27236,"1981",982.69
"204",6,62.11508,12.27236,"1982",834.84
"205",6,62.11508,12.27236,"1983",976.66
"206",6,62.11508,12.27236,"1984",1177.25
"207",6,62.11508,12.27236,"1985",1184.52
"208",6,62.11508,12.27236,"1986",1101.51
"209",6,62.11508,12.27236,"1987",1365.51
"210",6,62.11508,12.27236,"1988",1154.51
"211",6,62.11508,12.27236,"1989",883.82
"212",6,62.11508,12.27236,"1990",970.84
"213",6,62.11508,12.27236,"1991",787.08
"214",6,62.11508,12.27236,"1992",1025.89
"215",6,62.11508,12.27236,"1993",1046.83
"216",6,62.11508,12.27236,"1994",851.61
"217",6,62.11508,12.27236,"1995",891.86
"218",6,62.11508,12.27236,"1996",941.54
"219",6,62.11508,12.27236,"1997",1124.13
"220",6,62.11508,12.27236,"1998",1111.67
"221",6,62.11508,12.27236,"1999",1026.35
"222",6,62.11508,12.27236,"2000",1313.34
"223",6,62.11508,12.27236,"2001",1119.66
"224",6,62.11508,12.27236,"2002",916.06
"225",6,62.11508,12.27236,"2003",924.43
"226",6,62.11508,12.27236,"2004",889.26
"227",6,62.11508,12.27236,"2005",1021.98
"228",6,62.11508,12.27236,"2006",1132.47
"229",6,62.11508,12.27236,"2007",939.9
"230",6,62.11508,12.27236,"2008",1086.09
"231",6,62.11508,12.27236,"2009",1062.21
"232",6,62.11508,12.27236,"2010",989.85
"233",6,62.11508,12.27236,"2011",1242.98
"234",6,62.11508,12.27236,"2012",1153.67
"235",6,62.11508,12.27236,"2013",861.73
"236",6,62.11508,12.27236,"2014",1143.9
"237",6,62.11508,12.27236,"2015",1183.95
"238",6,62.11508,12.27236,"2016",927.94
"239",6,62.11508,12.27236,"2017",919.9
"240",6,62.11508,12.27236,"2018",710.52
"241",7,67.77306,17.53611,"1979",1146.37
"242",7,67.77306,17.53611,"1980",917.01
"243",7,67.77306,17.53611,"1981",1110.63
"244",7,67.77306,17.53611,"1982",1141.93
"245",7,67.77306,17.53611,"1983",1319.97
"246",7,67.77306,17.53611,"1984",811.5
"247",7,67.77306,17.53611,"1985",1234
"248",7,67.77306,17.53611,"1986",903.61
"249",7,67.77306,17.53611,"1987",1051.13
"250",7,67.77306,17.53611,"1988",1041.09
"251",7,67.77306,17.53611,"1989",1544.29
"252",7,67.77306,17.53611,"1990",1070.95
"253",7,67.77306,17.53611,"1991",1049.52
"254",7,67.77306,17.53611,"1992",1318.99
"255",7,67.77306,17.53611,"1993",1087.21
"256",7,67.77306,17.53611,"1994",1008.88
"257",7,67.77306,17.53611,"1995",1284
"258",7,67.77306,17.53611,"1996",989.56
"259",7,67.77306,17.53611,"1997",1270.97
"260",7,67.77306,17.53611,"1998",1038.86
"261",7,67.77306,17.53611,"1999",1182.72
"262",7,67.77306,17.53611,"2000",1064.34
"263",7,67.77306,17.53611,"2001",1014.14
"264",7,67.77306,17.53611,"2002",973.35
"265",7,67.77306,17.53611,"2003",1225
"266",7,67.77306,17.53611,"2004",923.48
"267",7,67.77306,17.53611,"2005",1171.31
"268",7,67.77306,17.53611,"2006",1049.7
"269",7,67.77306,17.53611,"2007",1134.98
"270",7,67.77306,17.53611,"2008",866.84
"271",7,67.77306,17.53611,"2009",900.63
"272",7,67.77306,17.53611,"2010",980.11
"273",7,67.77306,17.53611,"2011",1173.81
"274",7,67.77306,17.53611,"2012",1086.71
"275",7,67.77306,17.53611,"2013",1485.61
"276",7,67.77306,17.53611,"2014",1183.25
"277",7,67.77306,17.53611,"2015",1822.64
"278",7,67.77306,17.53611,"2016",1526.5
"279",7,67.77306,17.53611,"2017",1430.8
"280",7,67.77306,17.53611,"2018",1118.82
"281",8,60.9335,6.41504,"1979",2928.26
"282",8,60.9335,6.41504,"1980",2776.28
"283",8,60.9335,6.41504,"1981",2697.83
"284",8,60.9335,6.41504,"1982",3054.17
"285",8,60.9335,6.41504,"1983",3951.22
"286",8,60.9335,6.41504,"1984",2442.28
"287",8,60.9335,6.41504,"1985",2467.8
"288",8,60.9335,6.41504,"1986",3089.97
"289",8,60.9335,6.41504,"1987",2156.35
"290",8,60.9335,6.41504,"1988",2738
"291",8,60.9335,6.41504,"1989",4084.17
"292",8,60.9335,6.41504,"1990",4484.94
"293",8,60.9335,6.41504,"1991",2778.27
"294",8,60.9335,6.41504,"1992",3477.7
"295",8,60.9335,6.41504,"1993",2605.88
"296",8,60.9335,6.41504,"1994",3247.15
"297",8,60.9335,6.41504,"1995",2994.97
"298",8,60.9335,6.41504,"1996",1701.62
"299",8,60.9335,6.41504,"1997",3120.19
"300",8,60.9335,6.41504,"1998",3148.48
"301",8,60.9335,6.41504,"1999",3511.18
"302",8,60.9335,6.41504,"2000",3273.16
"303",8,60.9335,6.41504,"2001",2513.58
"304",8,60.9335,6.41504,"2002",2132.18
"305",8,60.9335,6.41504,"2003",2715.88
"306",8,60.9335,6.41504,"2004",3063.17
"307",8,60.9335,6.41504,"2005",3660.03
"308",8,60.9335,6.41504,"2006",3010.57
"309",8,60.9335,6.41504,"2007",3627.56
"310",8,60.9335,6.41504,"2008",3201.64
"311",8,60.9335,6.41504,"2009",2740.67
"312",8,60.9335,6.41504,"2010",1988.92
"313",8,60.9335,6.41504,"2011",4283.18
"314",8,60.9335,6.41504,"2012",3128.58
"315",8,60.9335,6.41504,"2013",3074.3
"316",8,60.9335,6.41504,"2014",3079.1
"317",8,60.9335,6.41504,"2015",4219.95
"318",8,60.9335,6.41504,"2016",4048.53
"319",8,60.9335,6.41504,"2017",4516.88
"320",8,60.9335,6.41504,"2018",3840.32
"321",9,61.0243,8.12343,"1979",1132.8
"322",9,61.0243,8.12343,"1980",1048.11
"323",9,61.0243,8.12343,"1981",908.22
"324",9,61.0243,8.12343,"1982",827.6
"325",9,61.0243,8.12343,"1983",1405.23
"326",9,61.0243,8.12343,"1984",980.68
"327",9,61.0243,8.12343,"1985",914.62
"328",9,61.0243,8.12343,"1986",957.02
"329",9,61.0243,8.12343,"1987",786.38
"330",9,61.0243,8.12343,"1988",1116.04
"331",9,61.0243,8.12343,"1989",980.07
"332",9,61.0243,8.12343,"1990",1220.47
"333",9,61.0243,8.12343,"1991",739.73
"334",9,61.0243,8.12343,"1992",1053.36
"335",9,61.0243,8.12343,"1993",1013.28
"336",9,61.0243,8.12343,"1994",994.1
"337",9,61.0243,8.12343,"1995",888.44
"338",9,61.0243,8.12343,"1996",773.34
"339",9,61.0243,8.12343,"1997",907.75
"340",9,61.0243,8.12343,"1998",1042.18
"341",9,61.0243,8.12343,"1999",1070.86
"342",9,61.0243,8.12343,"2000",1146.86
"343",9,61.0243,8.12343,"2001",970
"344",9,61.0243,8.12343,"2002",896.54
"345",9,61.0243,8.12343,"2003",924.37
"346",9,61.0243,8.12343,"2004",1115.58
"347",9,61.0243,8.12343,"2005",1138.22
"348",9,61.0243,8.12343,"2006",1029.21
"349",9,61.0243,8.12343,"2007",1168.43
"350",9,61.0243,8.12343,"2008",1182.68
"351",9,61.0243,8.12343,"2009",968.21
"352",9,61.0243,8.12343,"2010",809.17
"353",9,61.0243,8.12343,"2011",1504.31
"354",9,61.0243,8.12343,"2012",1020.01
"355",9,61.0243,8.12343,"2013",1032.56
"356",9,61.0243,8.12343,"2014",972.76
"357",9,61.0243,8.12343,"2015",1133.96
"358",9,61.0243,8.12343,"2016",855.27
"359",9,61.0243,8.12343,"2017",1150.63
"360",9,61.0243,8.12343,"2018",968.44
"361",10,60.8231,7.27596,"1979",2338.23
"362",10,60.8231,7.27596,"1980",2203.36
"363",10,60.8231,7.27596,"1981",2047.65
"364",10,60.8231,7.27596,"1982",2144.01
"365",10,60.8231,7.27596,"1983",3057.75
"366",10,60.8231,7.27596,"1984",1787.03
"367",10,60.8231,7.27596,"1985",1737.99
"368",10,60.8231,7.27596,"1986",1978.25
"369",10,60.8231,7.27596,"1987",1369.41
"370",10,60.8231,7.27596,"1988",1735.87
"371",10,60.8231,7.27596,"1989",2498.07
"372",10,60.8231,7.27596,"1990",2697.16
"373",10,60.8231,7.27596,"1991",1734.6
"374",10,60.8231,7.27596,"1992",2075.38
"375",10,60.8231,7.27596,"1993",1732.86
"376",10,60.8231,7.27596,"1994",2001.99
"377",10,60.8231,7.27596,"1995",1891.46
"378",10,60.8231,7.27596,"1996",1275.71
"379",10,60.8231,7.27596,"1997",1900.35
"380",10,60.8231,7.27596,"1998",2051.15
"381",10,60.8231,7.27596,"1999",2059.65
"382",10,60.8231,7.27596,"2000",2098.11
"383",10,60.8231,7.27596,"2001",1866.04
"384",10,60.8231,7.27596,"2002",1594.93
"385",10,60.8231,7.27596,"2003",1823.51
"386",10,60.8231,7.27596,"2004",1976.74
"387",10,60.8231,7.27596,"2005",2407.66
"388",10,60.8231,7.27596,"2006",2117.68
"389",10,60.8231,7.27596,"2007",2389.31
"390",10,60.8231,7.27596,"2008",2197.84
"391",10,60.8231,7.27596,"2009",1851.41
"392",10,60.8231,7.27596,"2010",1541.34
"393",10,60.8231,7.27596,"2011",2742.89
"394",10,60.8231,7.27596,"2012",1843.05
"395",10,60.8231,7.27596,"2013",2124.29
"396",10,60.8231,7.27596,"2014",2368.63
"397",10,60.8231,7.27596,"2015",3029.84
"398",10,60.8231,7.27596,"2016",2119.47
"399",10,60.8231,7.27596,"2017",2183.26
"400",10,60.8231,7.27596,"2018",1845.39
"401",11,60.8328,7.17561,"1979",2264.11
"402",11,60.8328,7.17561,"1980",2094.56
"403",11,60.8328,7.17561,"1981",1973.9
"404",11,60.8328,7.17561,"1982",2026.27
"405",11,60.8328,7.17561,"1983",3051.79
"406",11,60.8328,7.17561,"1984",1685.43
"407",11,60.8328,7.17561,"1985",1626.58
"408",11,60.8328,7.17561,"1986",2011.41
"409",11,60.8328,7.17561,"1987",1356.77
"410",11,60.8328,7.17561,"1988",1733.81
"411",11,60.8328,7.17561,"1989",2637.31
"412",11,60.8328,7.17561,"1990",2835.07
"413",11,60.8328,7.17561,"1991",1773.11
"414",11,60.8328,7.17561,"1992",2114.61
"415",11,60.8328,7.17561,"1993",1814.64
"416",11,60.8328,7.17561,"1994",2035.31
"417",11,60.8328,7.17561,"1995",1907.61
"418",11,60.8328,7.17561,"1996",1277.45
"419",11,60.8328,7.17561,"1997",1967.97
"420",11,60.8328,7.17561,"1998",2077.29
"421",11,60.8328,7.17561,"1999",2047.23
"422",11,60.8328,7.17561,"2000",2109.7
"423",11,60.8328,7.17561,"2001",1751.32
"424",11,60.8328,7.17561,"2002",1509.98
"425",11,60.8328,7.17561,"2003",1806.81
"426",11,60.8328,7.17561,"2004",1871.14
"427",11,60.8328,7.17561,"2005",2402.7
"428",11,60.8328,7.17561,"2006",1991.3
"429",11,60.8328,7.17561,"2007",2329.71
"430",11,60.8328,7.17561,"2008",2090.17
"431",11,60.8328,7.17561,"2009",1739.45
"432",11,60.8328,7.17561,"2010",1454.7
"433",11,60.8328,7.17561,"2011",2665.03
"434",11,60.8328,7.17561,"2012",1882.54
"435",11,60.8328,7.17561,"2013",2001.01
"436",11,60.8328,7.17561,"2014",2237.58
"437",11,60.8328,7.17561,"2015",3002.8
"438",11,60.8328,7.17561,"2016",2048.86
"439",11,60.8328,7.17561,"2017",2113.01
"440",11,60.8328,7.17561,"2018",1767.62
"441",12,68.20462,18.49582,"1979",820.15
"442",12,68.20462,18.49582,"1980",736.82
"443",12,68.20462,18.49582,"1981",1011.67
"444",12,68.20462,18.49582,"1982",948.72
"445",12,68.20462,18.49582,"1983",1140.26
"446",12,68.20462,18.49582,"1984",749.24
"447",12,68.20462,18.49582,"1985",903.97
"448",12,68.20462,18.49582,"1986",725.07
"449",12,68.20462,18.49582,"1987",777.43
"450",12,68.20462,18.49582,"1988",802.81
"451",12,68.20462,18.49582,"1989",1125.19
"452",12,68.20462,18.49582,"1990",885.79
"453",12,68.20462,18.49582,"1991",916.39
"454",12,68.20462,18.49582,"1992",1026.52
"455",12,68.20462,18.49582,"1993",999.49
"456",12,68.20462,18.49582,"1994",723.93
"457",12,68.20462,18.49582,"1995",923.39
"458",12,68.20462,18.49582,"1996",742.64
"459",12,68.20462,18.49582,"1997",887.22
"460",12,68.20462,18.49582,"1998",934.23
"461",12,68.20462,18.49582,"1999",986.95
"462",12,68.20462,18.49582,"2000",958.23
"463",12,68.20462,18.49582,"2001",948.77
"464",12,68.20462,18.49582,"2002",859.48
"465",12,68.20462,18.49582,"2003",1055.66
"466",12,68.20462,18.49582,"2004",983.95
"467",12,68.20462,18.49582,"2005",1004.11
"468",12,68.20462,18.49582,"2006",911.54
"469",12,68.20462,18.49582,"2007",984.36
"470",12,68.20462,18.49582,"2008",764.63
"471",12,68.20462,18.49582,"2009",762.58
"472",12,68.20462,18.49582,"2010",795.57
"473",12,68.20462,18.49582,"2011",1011.62
"474",12,68.20462,18.49582,"2012",906.01
"475",12,68.20462,18.49582,"2013",1055.14
"476",12,68.20462,18.49582,"2014",799.13
"477",12,68.20462,18.49582,"2015",1179.8
"478",12,68.20462,18.49582,"2016",1005.24
"479",12,68.20462,18.49582,"2017",1080.38
"480",12,68.20462,18.49582,"2018",915.25
"481",13,68.358087,18.812886,"1979",624.85
"482",13,68.358087,18.812886,"1980",592.72
"483",13,68.358087,18.812886,"1981",809.21
"484",13,68.358087,18.812886,"1982",742.08
"485",13,68.358087,18.812886,"1983",928.93
"486",13,68.358087,18.812886,"1984",550.94
"487",13,68.358087,18.812886,"1985",707.45
"488",13,68.358087,18.812886,"1986",511.02
"489",13,68.358087,18.812886,"1987",598.29
"490",13,68.358087,18.812886,"1988",609.16
"491",13,68.358087,18.812886,"1989",851.85
"492",13,68.358087,18.812886,"1990",698.18
"493",13,68.358087,18.812886,"1991",709.88
"494",13,68.358087,18.812886,"1992",830.76
"495",13,68.358087,18.812886,"1993",854.98
"496",13,68.358087,18.812886,"1994",580.5
"497",13,68.358087,18.812886,"1995",741.76
"498",13,68.358087,18.812886,"1996",589.28
"499",13,68.358087,18.812886,"1997",719.31
"500",13,68.358087,18.812886,"1998",698.7
"501",13,68.358087,18.812886,"1999",767.59
"502",13,68.358087,18.812886,"2000",787.32
"503",13,68.358087,18.812886,"2001",764.64
"504",13,68.358087,18.812886,"2002",685.88
"505",13,68.358087,18.812886,"2003",857.91
"506",13,68.358087,18.812886,"2004",807.61
"507",13,68.358087,18.812886,"2005",790.54
"508",13,68.358087,18.812886,"2006",724.19
"509",13,68.358087,18.812886,"2007",770.39
"510",13,68.358087,18.812886,"2008",595.51
"511",13,68.358087,18.812886,"2009",584.97
"512",13,68.358087,18.812886,"2010",627.45
"513",13,68.358087,18.812886,"2011",801.04
"514",13,68.358087,18.812886,"2012",743.96
"515",13,68.358087,18.812886,"2013",900.11
"516",13,68.358087,18.812886,"2014",668.22
"517",13,68.358087,18.812886,"2015",970.47
"518",13,68.358087,18.812886,"2016",822.84
"519",13,68.358087,18.812886,"2017",874.92
"520",13,68.358087,18.812886,"2018",741.81
"521",14,69.9535,-144.8089944,"1979",383.49
"522",14,69.9535,-144.8089944,"1980",257.2
"523",14,69.9535,-144.8089944,"1981",248.38
"524",14,69.9535,-144.8089944,"1982",299.27
"525",14,69.9535,-144.8089944,"1983",243.41
"526",14,69.9535,-144.8089944,"1984",368.45
"527",14,69.9535,-144.8089944,"1985",268.29
"528",14,69.9535,-144.8089944,"1986",256.59
"529",14,69.9535,-144.8089944,"1987",278.06
"530",14,69.9535,-144.8089944,"1988",261.54
"531",14,69.9535,-144.8089944,"1989",371.26
"532",14,69.9535,-144.8089944,"1990",203.01
"533",14,69.9535,-144.8089944,"1991",256.38
"534",14,69.9535,-144.8089944,"1992",270.61
"535",14,69.9535,-144.8089944,"1993",263.92
"536",14,69.9535,-144.8089944,"1994",294.86
"537",14,69.9535,-144.8089944,"1995",352.16
"538",14,69.9535,-144.8089944,"1996",384.79
"539",14,69.9535,-144.8089944,"1997",398.92
"540",14,69.9535,-144.8089944,"1998",262.4
"541",14,69.9535,-144.8089944,"1999",422.23
"542",14,69.9535,-144.8089944,"2000",294.67
"543",14,69.9535,-144.8089944,"2001",331.49
"544",14,69.9535,-144.8089944,"2002",460.24
"545",14,69.9535,-144.8089944,"2003",415.37
"546",14,69.9535,-144.8089944,"2004",329.49
"547",14,69.9535,-144.8089944,"2005",309.01
"548",14,69.9535,-144.8089944,"2006",355.62
"549",14,69.9535,-144.8089944,"2007",183.52
"550",14,69.9535,-144.8089944,"2008",351.91
"551",14,69.9535,-144.8089944,"2009",361.69
"552",14,69.9535,-144.8089944,"2010",327.22
"553",14,69.9535,-144.8089944,"2011",425.1
"554",14,69.9535,-144.8089944,"2012",497.81
"555",14,69.9535,-144.8089944,"2013",539.45
"556",14,69.9535,-144.8089944,"2014",481
"557",14,69.9535,-144.8089944,"2015",567.48
"558",14,69.9535,-144.8089944,"2016",344.72
"559",14,69.9535,-144.8089944,"2017",616.27
"560",14,69.9535,-144.8089944,"2018",861.27
"561",15,69.656,-144.1926883,"1979",547.76
"562",15,69.656,-144.1926883,"1980",352.94
"563",15,69.656,-144.1926883,"1981",353.66
"564",15,69.656,-144.1926883,"1982",409.09
"565",15,69.656,-144.1926883,"1983",384.47
"566",15,69.656,-144.1926883,"1984",487.21
"567",15,69.656,-144.1926883,"1985",329.11
"568",15,69.656,-144.1926883,"1986",344.64
"569",15,69.656,-144.1926883,"1987",385.85
"570",15,69.656,-144.1926883,"1988",384.14
"571",15,69.656,-144.1926883,"1989",588.25
"572",15,69.656,-144.1926883,"1990",272.4
"573",15,69.656,-144.1926883,"1991",330.96
"574",15,69.656,-144.1926883,"1992",379.15
"575",15,69.656,-144.1926883,"1993",361.15
"576",15,69.656,-144.1926883,"1994",502.2
"577",15,69.656,-144.1926883,"1995",539.71
"578",15,69.656,-144.1926883,"1996",568.24
"579",15,69.656,-144.1926883,"1997",505.24
"580",15,69.656,-144.1926883,"1998",416.37
"581",15,69.656,-144.1926883,"1999",531.82
"582",15,69.656,-144.1926883,"2000",437.6
"583",15,69.656,-144.1926883,"2001",451
"584",15,69.656,-144.1926883,"2002",608.78
"585",15,69.656,-144.1926883,"2003",561.04
"586",15,69.656,-144.1926883,"2004",470.64
"587",15,69.656,-144.1926883,"2005",392.56
"588",15,69.656,-144.1926883,"2006",554.37
"589",15,69.656,-144.1926883,"2007",298.48
