"","ID","LAT","LONG","variable","year","month","celsius"
"199",2,78.71061,16.45535,"tas","2002","08",4.65000000000003
"200",2,78.71061,16.45535,"tas","2003","08",4.45000000000005
"201",2,78.71061,16.45535,"tas","2004","08",3.85000000000002
"202",2,78.71061,16.45535,"tas","2005","08",4.65000000000003
"203",2,78.71061,16.45535,"tas","2006","08",3.45000000000005
"204",2,78.71061,16.45535,"tas","2007","08",2.55000000000001
"205",2,78.71061,16.45535,"tas","2008","08",2.85000000000002
"206",2,78.71061,16.45535,"tas","2009","08",3.65000000000003
"207",2,78.71061,16.45535,"tas","2010","08",2.35000000000002
"208",2,78.71061,16.45535,"tas","2011","08",3.75
"209",2,78.71061,16.45535,"tas","2012","08",3.45000000000005
"210",2,78.71061,16.45535,"tas","2013","08",4.75
"211",2,78.71061,16.45535,"tas","2014","08",2.35000000000002
"212",2,78.71061,16.45535,"tas","2015","08",4.55000000000001
"213",2,78.71061,16.45535,"tas","2016","08",4.05000000000001
"214",2,78.71061,16.45535,"tas","2017","08",3.45000000000005
"215",2,78.71061,16.45535,"tas","2018","08",4.25
"216",2,78.71061,16.45535,"tas","2019","08",3.25
"217",3,78.64935,16.19464,"tas","1984","06",1.75
"218",3,78.64935,16.19464,"tas","1985","06",2.35000000000002
"219",3,78.64935,16.19464,"tas","1986","06",3.15000000000003
"220",3,78.64935,16.19464,"tas","1987","06",1.35000000000002
"221",3,78.64935,16.19464,"tas","1988","06",2.25
"222",3,78.64935,16.19464,"tas","1989","06",1.85000000000002
"223",3,78.64935,16.19464,"tas","1990","06",1.55000000000001
"224",3,78.64935,16.19464,"tas","1991","06",1.35000000000002
"225",3,78.64935,16.19464,"tas","1992","06",2.15000000000003
"226",3,78.64935,16.19464,"tas","1993","06",2.35000000000002
"227",3,78.64935,16.19464,"tas","1994","06",2.15000000000003
"228",3,78.64935,16.19464,"tas","1995","06",2.55000000000001
"229",3,78.64935,16.19464,"tas","1996","06",1.55000000000001
"230",3,78.64935,16.19464,"tas","1997","06",2.25
"231",3,78.64935,16.19464,"tas","1998","06",2.05000000000001
"232",3,78.64935,16.19464,"tas","1999","06",2.75
"233",3,78.64935,16.19464,"tas","2000","06",2.05000000000001
"234",3,78.64935,16.19464,"tas","2001","06",2.85000000000002
"235",3,78.64935,16.19464,"tas","2002","06",2.95000000000005
"236",3,78.64935,16.19464,"tas","2003","06",2.05000000000001
"237",3,78.64935,16.19464,"tas","2004","06",2.65000000000003
"238",3,78.64935,16.19464,"tas","2005","06",3.15000000000003
"239",3,78.64935,16.19464,"tas","2006","06",3.85000000000002
"240",3,78.64935,16.19464,"tas","2007","06",3.55000000000001
"241",3,78.64935,16.19464,"tas","2008","06",2.25
"242",3,78.64935,16.19464,"tas","2009","06",2.15000000000003
"243",3,78.64935,16.19464,"tas","2010","06",2.85000000000002
"244",3,78.64935,16.19464,"tas","2011","06",3.05000000000001
"245",3,78.64935,16.19464,"tas","2012","06",2.35000000000002
"246",3,78.64935,16.19464,"tas","2013","06",3.05000000000001
"247",3,78.64935,16.19464,"tas","2014","06",2.05000000000001
"248",3,78.64935,16.19464,"tas","2015","06",3.65000000000003
"249",3,78.64935,16.19464,"tas","2016","06",4.35000000000002
"250",3,78.64935,16.19464,"tas","2017","06",2.85000000000002
"251",3,78.64935,16.19464,"tas","2018","06",3.55000000000001
"252",3,78.64935,16.19464,"tas","2019","06",3.35000000000002
"253",3,78.64935,16.19464,"tas","1984","07",5.15000000000003
"254",3,78.64935,16.19464,"tas","1985","07",5.95000000000005
"255",3,78.64935,16.19464,"tas","1986","07",6.15000000000003
"256",3,78.64935,16.19464,"tas","1987","07",3.95000000000005
"257",3,78.64935,16.19464,"tas","1988","07",5.55000000000001
"258",3,78.64935,16.19464,"tas","1989","07",4.65000000000003
"259",3,78.64935,16.19464,"tas","1990","07",5.95000000000005
"260",3,78.64935,16.19464,"tas","1991","07",5.25
"261",3,78.64935,16.19464,"tas","1992","07",5.35000000000002
"262",3,78.64935,16.19464,"tas","1993","07",7.35000000000002
"263",3,78.64935,16.19464,"tas","1994","07",5.05000000000001
"264",3,78.64935,16.19464,"tas","1995","07",5.85000000000002
"265",3,78.64935,16.19464,"tas","1996","07",5.45000000000005
"266",3,78.64935,16.19464,"tas","1997","07",4.55000000000001
"267",3,78.64935,16.19464,"tas","1998","07",7.65000000000003
"268",3,78.64935,16.19464,"tas","1999","07",5.55000000000001
"269",3,78.64935,16.19464,"tas","2000","07",5.25
"270",3,78.64935,16.19464,"tas","2001","07",5.95000000000005
"271",3,78.64935,16.19464,"tas","2002","07",6.35000000000002
"272",3,78.64935,16.19464,"tas","2003","07",6.05000000000001
"273",3,78.64935,16.19464,"tas","2004","07",6.95000000000005
"274",3,78.64935,16.19464,"tas","2005","07",6.05000000000001
"275",3,78.64935,16.19464,"tas","2006","07",6.15000000000003
"276",3,78.64935,16.19464,"tas","2007","07",5.65000000000003
"277",3,78.64935,16.19464,"tas","2008","07",5.35000000000002
"278",3,78.64935,16.19464,"tas","2009","07",5.95000000000005
"279",3,78.64935,16.19464,"tas","2010","07",5.65000000000003
"280",3,78.64935,16.19464,"tas","2011","07",5.55000000000001
"281",3,78.64935,16.19464,"tas","2012","07",5.45000000000005
"282",3,78.64935,16.19464,"tas","2013","07",6.15000000000003
"283",3,78.64935,16.19464,"tas","2014","07",5.75
"284",3,78.64935,16.19464,"tas","2015","07",6.05000000000001
"285",3,78.64935,16.19464,"tas","2016","07",7.35000000000002
"286",3,78.64935,16.19464,"tas","2017","07",5.45000000000005
"287",3,78.64935,16.19464,"tas","2018","07",6.45000000000005
"288",3,78.64935,16.19464,"tas","2019","07",6.35000000000002
"289",3,78.64935,16.19464,"tas","1984","08",3.75
"290",3,78.64935,16.19464,"tas","1985","08",3.75
"291",3,78.64935,16.19464,"tas","1986","08",4.45000000000005
"292",3,78.64935,16.19464,"tas","1987","08",2.75
"293",3,78.64935,16.19464,"tas","1988","08",4.45000000000005
"294",3,78.64935,16.19464,"tas","1989","08",3.55000000000001
"295",3,78.64935,16.19464,"tas","1990","08",3.55000000000001
"296",3,78.64935,16.19464,"tas","1991","08",4.75
"297",3,78.64935,16.19464,"tas","1992","08",3.45000000000005
"298",3,78.64935,16.19464,"tas","1993","08",4.55000000000001
"299",3,78.64935,16.19464,"tas","1994","08",2.65000000000003
"300",3,78.64935,16.19464,"tas","1995","08",4.35000000000002
"301",3,78.64935,16.19464,"tas","1996","08",4.05000000000001
"302",3,78.64935,16.19464,"tas","1997","08",3.55000000000001
"303",3,78.64935,16.19464,"tas","1998","08",5.15000000000003
"304",3,78.64935,16.19464,"tas","1999","08",4.05000000000001
"305",3,78.64935,16.19464,"tas","2000","08",3.55000000000001
"306",3,78.64935,16.19464,"tas","2001","08",5.15000000000003
"307",3,78.64935,16.19464,"tas","2002","08",5.75
"308",3,78.64935,16.19464,"tas","2003","08",5.45000000000005
"309",3,78.64935,16.19464,"tas","2004","08",4.75
"310",3,78.64935,16.19464,"tas","2005","08",5.55000000000001
"311",3,78.64935,16.19464,"tas","2006","08",4.35000000000002
"312",3,78.64935,16.19464,"tas","2007","08",3.65000000000003
"313",3,78.64935,16.19464,"tas","2008","08",3.85000000000002
"314",3,78.64935,16.19464,"tas","2009","08",4.95000000000005
"315",3,78.64935,16.19464,"tas","2010","08",3.65000000000003
"316",3,78.64935,16.19464,"tas","2011","08",4.95000000000005
"317",3,78.64935,16.19464,"tas","2012","08",4.35000000000002
"318",3,78.64935,16.19464,"tas","2013","08",5.75
"319",3,78.64935,16.19464,"tas","2014","08",3.65000000000003
"320",3,78.64935,16.19464,"tas","2015","08",5.75
"321",3,78.64935,16.19464,"tas","2016","08",4.95000000000005
"322",3,78.64935,16.19464,"tas","2017","08",4.45000000000005
"323",3,78.64935,16.19464,"tas","2018","08",5.25
"324",3,78.64935,16.19464,"tas","2019","08",4.35000000000002
"325",4,61.63542,12.6375,"tas","1984","06",8.75
"326",4,61.63542,12.6375,"tas","1985","06",9.55000000000001
"327",4,61.63542,12.6375,"tas","1986","06",12.05
"328",4,61.63542,12.6375,"tas","1987","06",7.25
"329",4,61.63542,12.6375,"tas","1988","06",12.05
"330",4,61.63542,12.6375,"tas","1989","06",9.85000000000002
"331",4,61.63542,12.6375,"tas","1990","06",9.65000000000003
"332",4,61.63542,12.6375,"tas","1991","06",6.45000000000005
"333",4,61.63542,12.6375,"tas","1992","06",11.85
"334",4,61.63542,12.6375,"tas","1993","06",6.55000000000001
"335",4,61.63542,12.6375,"tas","1994","06",7.65000000000003
"336",4,61.63542,12.6375,"tas","1995","06",9.85000000000002
"337",4,61.63542,12.6375,"tas","1996","06",8.75
"338",4,61.63542,12.6375,"tas","1997","06",10.25
"339",4,61.63542,12.6375,"tas","1998","06",8.05000000000001
"340",4,61.63542,12.6375,"tas","1999","06",9.85000000000002
"341",4,61.63542,12.6375,"tas","2000","06",7.85000000000002
"342",4,61.63542,12.6375,"tas","2001","06",8.45000000000005
"343",4,61.63542,12.6375,"tas","2002","06",10.85
"344",4,61.63542,12.6375,"tas","2003","06",9.65000000000003
"345",4,61.63542,12.6375,"tas","2004","06",7.95000000000005
"346",4,61.63542,12.6375,"tas","2005","06",8.15000000000003
"347",4,61.63542,12.6375,"tas","2006","06",10.95
"348",4,61.63542,12.6375,"tas","2007","06",11.05
"349",4,61.63542,12.6375,"tas","2008","06",9.65000000000003
"350",4,61.63542,12.6375,"tas","2009","06",8.45000000000005
"351",4,61.63542,12.6375,"tas","2010","06",8.55000000000001
"352",4,61.63542,12.6375,"tas","2011","06",10.85
"353",4,61.63542,12.6375,"tas","2012","06",7.25
"354",4,61.63542,12.6375,"tas","2013","06",9.25
"355",4,61.63542,12.6375,"tas","2014","06",8.25
"356",4,61.63542,12.6375,"tas","2015","06",7.35000000000002
"357",4,61.63542,12.6375,"tas","2016","06",10.25
"358",4,61.63542,12.6375,"tas","2017","06",8.85000000000002
"359",4,61.63542,12.6375,"tas","2018","06",10.35
"360",4,61.63542,12.6375,"tas","2019","06",10.65
"361",4,61.63542,12.6375,"tas","1984","07",10.55
"362",4,61.63542,12.6375,"tas","1985","07",10.95
"363",4,61.63542,12.6375,"tas","1986","07",10.65
"364",4,61.63542,12.6375,"tas","1987","07",10.65
"365",4,61.63542,12.6375,"tas","1988","07",12.15
"366",4,61.63542,12.6375,"tas","1989","07",11.55
"367",4,61.63542,12.6375,"tas","1990","07",10.45
"368",4,61.63542,12.6375,"tas","1991","07",13.35
"369",4,61.63542,12.6375,"tas","1992","07",10.25
"370",4,61.63542,12.6375,"tas","1993","07",10.15
"371",4,61.63542,12.6375,"tas","1994","07",15.45
"372",4,61.63542,12.6375,"tas","1995","07",11.15
"373",4,61.63542,12.6375,"tas","1996","07",9.85000000000002
"374",4,61.63542,12.6375,"tas","1997","07",13.35
"375",4,61.63542,12.6375,"tas","1998","07",10.05
"376",4,61.63542,12.6375,"tas","1999","07",11.85
"377",4,61.63542,12.6375,"tas","2000","07",10.45
"378",4,61.63542,12.6375,"tas","2001","07",12.05
"379",4,61.63542,12.6375,"tas","2002","07",12.25
"380",4,61.63542,12.6375,"tas","2003","07",13.65
"381",4,61.63542,12.6375,"tas","2004","07",10.25
"382",4,61.63542,12.6375,"tas","2005","07",12.95
"383",4,61.63542,12.6375,"tas","2006","07",13.85
"384",4,61.63542,12.6375,"tas","2007","07",10.55
"385",4,61.63542,12.6375,"tas","2008","07",12.35
"386",4,61.63542,12.6375,"tas","2009","07",11.35
"387",4,61.63542,12.6375,"tas","2010","07",12.75
"388",4,61.63542,12.6375,"tas","2011","07",12.65
"389",4,61.63542,12.6375,"tas","2012","07",10.75
"390",4,61.63542,12.6375,"tas","2013","07",11.95
"391",4,61.63542,12.6375,"tas","2014","07",15.05
"392",4,61.63542,12.6375,"tas","2015","07",10.25
"393",4,61.63542,12.6375,"tas","2016","07",11.25
"394",4,61.63542,12.6375,"tas","2017","07",10.25
"395",4,61.63542,12.6375,"tas","2018","07",16.05
"396",4,61.63542,12.6375,"tas","2019","07",12.05
"397",4,61.63542,12.6375,"tas","1984","08",10.55
"398",4,61.63542,12.6375,"tas","1985","08",9.85000000000002
"399",4,61.63542,12.6375,"tas","1986","08",7.15000000000003
"400",4,61.63542,12.6375,"tas","1987","08",7.35000000000002
"401",4,61.63542,12.6375,"tas","1988","08",9.55000000000001
"402",4,61.63542,12.6375,"tas","1989","08",9.15000000000003
"403",4,61.63542,12.6375,"tas","1990","08",10.25
"404",4,61.63542,12.6375,"tas","1991","08",10.85
"405",4,61.63542,12.6375,"tas","1992","08",8.65000000000003
"406",4,61.63542,12.6375,"tas","1993","08",7.55000000000001
"407",4,61.63542,12.6375,"tas","1994","08",10.15
"408",4,61.63542,12.6375,"tas","1995","08",10.45
"409",4,61.63542,12.6375,"tas","1996","08",12.25
"410",4,61.63542,12.6375,"tas","1997","08",13.95
"411",4,61.63542,12.6375,"tas","1998","08",8.25
"412",4,61.63542,12.6375,"tas","1999","08",8.75
"413",4,61.63542,12.6375,"tas","2000","08",9.15000000000003
"414",4,61.63542,12.6375,"tas","2001","08",9.95000000000005
"415",4,61.63542,12.6375,"tas","2002","08",14.05
"416",4,61.63542,12.6375,"tas","2003","08",10.15
"417",4,61.63542,12.6375,"tas","2004","08",11.15
"418",4,61.63542,12.6375,"tas","2005","08",9.65000000000003
"419",4,61.63542,12.6375,"tas","2006","08",12.15
"420",4,61.63542,12.6375,"tas","2007","08",10.45
"421",4,61.63542,12.6375,"tas","2008","08",8.75
"422",4,61.63542,12.6375,"tas","2009","08",10.25
"423",4,61.63542,12.6375,"tas","2010","08",10.35
"424",4,61.63542,12.6375,"tas","2011","08",10.75
"425",4,61.63542,12.6375,"tas","2012","08",9.65000000000003
"426",4,61.63542,12.6375,"tas","2013","08",10.15
"427",4,61.63542,12.6375,"tas","2014","08",9.85000000000002
"428",4,61.63542,12.6375,"tas","2015","08",10.55
"429",4,61.63542,12.6375,"tas","2016","08",9.35000000000002
"430",4,61.63542,12.6375,"tas","2017","08",8.95000000000005
"431",4,61.63542,12.6375,"tas","2018","08",10.05
"432",4,61.63542,12.6375,"tas","2019","08",11.35
"433",5,62.10253,12.34458,"tas","1984","06",7.85000000000002
"434",5,62.10253,12.34458,"tas","1985","06",8.95000000000005
"435",5,62.10253,12.34458,"tas","1986","06",11.35
"436",5,62.10253,12.34458,"tas","1987","06",6.75
"437",5,62.10253,12.34458,"tas","1988","06",11.15
"438",5,62.10253,12.34458,"tas","1989","06",9.15000000000003
"439",5,62.10253,12.34458,"tas","1990","06",9.05000000000001
"440",5,62.10253,12.34458,"tas","1991","06",5.95000000000005
"441",5,62.10253,12.34458,"tas","1992","06",11.15
"442",5,62.10253,12.34458,"tas","1993","06",5.55000000000001
"443",5,62.10253,12.34458,"tas","1994","06",6.75
"444",5,62.10253,12.34458,"tas","1995","06",8.85000000000002
"445",5,62.10253,12.34458,"tas","1996","06",7.95000000000005
