"","SiteSubsitePlot","Duration"
"555","ZACKENBERG:CASSIOPE TETRAGONA HEATH:C4",11
"556","ZACKENBERG:FEN:F1",11
"557","ZACKENBERG:FEN:F2",11
"558","ZACKENBERG:FEN:F3",11
"559","ZACKENBERG:FEN:F4",11
"560","ZACKENBERG:FEN:F5",11
"561","ZACKENBERG:GRASSLAND:G1",11
"562","ZACKENBERG:GRASSLAND:G2",11
"563","ZACKENBERG:GRASSLAND:G3",11
"564","ZACKENBERG:GRASSLAND:G4",11
"565","ZACKENBERG:GRASSLAND:G5",11
"566","ZACKENBERG:SALIX ARCTICA SNOWBED:S1",11
"567","ZACKENBERG:SALIX ARCTICA SNOWBED:S2",11
"568","ZACKENBERG:SALIX ARCTICA SNOWBED:S3",11
"569","ZACKENBERG:SALIX ARCTICA SNOWBED:S4",11
"570","ZACKENBERG:SALIX ARCTICA SNOWBED:S5",11
"571","ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V4",11
"572","ZACKENBERG:VACCINIUM ULIGONOSUM HEATH:V5",11
"573","TOOLIK:DRY:3",13
"574","TOOLIK:DRY:5",13
"575","TOOLIK:DRY:6",13
"576","TOOLIK:IMNAVAIT:1",18
"577","TOOLIK:IMNAVAIT:2",18
"578","TOOLIK:IMNAVAIT:3",18
"579","TOOLIK:IMNAVAIT:4",18
"580","TOOLIK:IMNAVAIT:5",18
"581","TOOLIK:IMNAVAIT:6",18
"582","TOOLIK:IMNAVAIT:7",18
"583","TOOLIK:IMNAVAIT:8",18
"584","TOOLIK:IMNAVAIT:9",18
"585","TOOLIK:IMNAVAIT:10",18
"586","TOOLIK:IMNAVAIT:11",18
"587","TOOLIK:IMNAVAIT:12",18
"588","TOOLIK:IMNAVAIT:13",18
"589","TOOLIK:IMNAVAIT:14",18
"590","TOOLIK:IMNAVAIT:15",18
"591","TOOLIK:IMNAVAIT:16",18
"592","TOOLIK:IMNAVAIT:19",18
"593","TOOLIK:IMNAVAIT:20",18
"594","TOOLIK:IMNAVAIT:21",18
"595","TOOLIK:IMNAVAIT:22",18
"596","TOOLIK:IMNAVAIT:23",18
"597","TOOLIK:IMNAVAIT:24",18
"598","TOOLIK:IMNAVAIT:25",18
"599","TOOLIK:IMNAVAIT:26",18
"600","TOOLIK:IMNAVAIT:27",18
"601","TOOLIK:IMNAVAIT:28",18
"602","TOOLIK:IMNAVAIT:29",18
"603","TOOLIK:IMNAVAIT:30",18
"604","TOOLIK:IMNAVAIT:31",18
"605","TOOLIK:IMNAVAIT:33",18
"606","TOOLIK:IMNAVAIT:34",18
"607","TOOLIK:IMNAVAIT:35",18
"608","TOOLIK:IMNAVAIT:36",18
"609","TOOLIK:IMNAVAIT:37",18
"610","TOOLIK:IMNAVAIT:38",18
"611","TOOLIK:IMNAVAIT:39",18
"612","TOOLIK:IMNAVAIT:40",18
"613","TOOLIK:IMNAVAIT:41",18
"614","TOOLIK:IMNAVAIT:42",6
"615","TOOLIK:IMNAVAIT:43",18
"616","TOOLIK:IMNAVAIT:44",18
"617","TOOLIK:IMNAVAIT:45",18
"618","TOOLIK:IMNAVAIT:46",18
"619","TOOLIK:IMNAVAIT:47",18
"620","TOOLIK:IMNAVAIT:48",18
"621","TOOLIK:IMNAVAIT:51",18
"622","TOOLIK:IMNAVAIT:52",18
"623","TOOLIK:IMNAVAIT:53",18
"624","TOOLIK:IMNAVAIT:54",18
"625","TOOLIK:IMNAVAIT:55",18
"626","TOOLIK:IMNAVAIT:56",18
"627","TOOLIK:IMNAVAIT:57",18
"628","TOOLIK:IMNAVAIT:58",6
"629","TOOLIK:IMNAVAIT:59",18
"630","TOOLIK:IMNAVAIT:60",18
"631","TOOLIK:IMNAVAIT:61",18
"632","TOOLIK:IMNAVAIT:62",18
"633","TOOLIK:IMNAVAIT:63",12
"634","TOOLIK:IMNAVAIT:65",18
"635","TOOLIK:IMNAVAIT:66",18
"636","TOOLIK:IMNAVAIT:67",18
"637","TOOLIK:IMNAVAIT:68",18
"638","TOOLIK:IMNAVAIT:69",18
"639","TOOLIK:IMNAVAIT:70",18
"640","TOOLIK:IMNAVAIT:71",18
"641","TOOLIK:MOIST:13",14
"642","TOOLIK:MOIST:18",14
"643","TOOLIK:TUSSOCKGRID:1",18
"644","TOOLIK:TUSSOCKGRID:2",18
"645","TOOLIK:TUSSOCKGRID:3",18
"646","TOOLIK:TUSSOCKGRID:4",18
"647","TOOLIK:TUSSOCKGRID:5",18
"648","TOOLIK:TUSSOCKGRID:6",18
"649","TOOLIK:TUSSOCKGRID:7",18
"650","TOOLIK:TUSSOCKGRID:8",18
"651","TOOLIK:TUSSOCKGRID:9",18
"652","TOOLIK:TUSSOCKGRID:10",18
"653","TOOLIK:TUSSOCKGRID:11",18
"654","TOOLIK:TUSSOCKGRID:12",18
"655","TOOLIK:TUSSOCKGRID:13",18
"656","TOOLIK:TUSSOCKGRID:14",18
"657","TOOLIK:TUSSOCKGRID:15",18
"658","TOOLIK:TUSSOCKGRID:16",18
"659","TOOLIK:TUSSOCKGRID:17",18
"660","TOOLIK:TUSSOCKGRID:18",18
"661","TOOLIK:TUSSOCKGRID:19",18
"662","TOOLIK:TUSSOCKGRID:20",18
"663","TOOLIK:TUSSOCKGRID:21",18
"664","TOOLIK:TUSSOCKGRID:22",18
"665","TOOLIK:TUSSOCKGRID:23",18
"666","TOOLIK:TUSSOCKGRID:24",18
"667","TOOLIK:TUSSOCKGRID:25",18
"668","TOOLIK:TUSSOCKGRID:26",18
"669","TOOLIK:TUSSOCKGRID:27",18
"670","TOOLIK:TUSSOCKGRID:28",18
"671","TOOLIK:TUSSOCKGRID:29",18
"672","TOOLIK:TUSSOCKGRID:30",18
"673","TOOLIK:TUSSOCKGRID:31",18
"674","TOOLIK:TUSSOCKGRID:32",18
"675","TOOLIK:TUSSOCKGRID:33",18
"676","TOOLIK:TUSSOCKGRID:34",18
"677","TOOLIK:TUSSOCKGRID:35",18
"678","TOOLIK:TUSSOCKGRID:36",18
"679","TOOLIK:TUSSOCKGRID:37",18
"680","TOOLIK:TUSSOCKGRID:38",18
"681","TOOLIK:TUSSOCKGRID:39",18
"682","TOOLIK:TUSSOCKGRID:40",18
"683","TOOLIK:TUSSOCKGRID:41",18
"684","TOOLIK:TUSSOCKGRID:42",18
"685","TOOLIK:TUSSOCKGRID:43",18
"686","TOOLIK:TUSSOCKGRID:44",18
"687","TOOLIK:TUSSOCKGRID:45",18
"688","TOOLIK:TUSSOCKGRID:46",18
"689","TOOLIK:TUSSOCKGRID:47",18
"690","TOOLIK:TUSSOCKGRID:48",18
"691","TOOLIK:TUSSOCKGRID:49",18
"692","TOOLIK:TUSSOCKGRID:50",18
"693","TOOLIK:TUSSOCKGRID:52",18
"694","TOOLIK:TUSSOCKGRID:53",18
"695","TOOLIK:TUSSOCKGRID:55",18
"696","TOOLIK:TUSSOCKGRID:56",18
"697","TOOLIK:TUSSOCKGRID:57",18
"698","TOOLIK:TUSSOCKGRID:58",18
"699","TOOLIK:TUSSOCKGRID:59",18
"700","TOOLIK:TUSSOCKGRID:60",18
"701","TOOLIK:TUSSOCKGRID:61",18
"702","TOOLIK:TUSSOCKGRID:62",18
"703","TOOLIK:TUSSOCKGRID:63",18
"704","TOOLIK:TUSSOCKGRID:64",18
"705","TOOLIK:TUSSOCKGRID:65",18
"706","TOOLIK:TUSSOCKGRID:66",18
"707","TOOLIK:TUSSOCKGRID:67",18
"708","TOOLIK:TUSSOCKGRID:68",18
"709","TOOLIK:TUSSOCKGRID:69",18
"710","TOOLIK:TUSSOCKGRID:70",18
"711","TOOLIK:TUSSOCKGRID:72",18
"712","TOOLIK:TUSSOCKGRID:74",18
"713","TOOLIK:TUSSOCKGRID:75",18
"714","TOOLIK:TUSSOCKGRID:76",18
"715","TOOLIK:TUSSOCKGRID:77",18
"716","TOOLIK:TUSSOCKGRID:78",18
"717","TOOLIK:TUSSOCKGRID:79",18
"718","TOOLIK:TUSSOCKGRID:80",18
"719","TOOLIK:TUSSOCKGRID:81",18
"720","TOOLIK:TUSSOCKGRID:83",18
"721","TOOLIK:TUSSOCKGRID:84",18
"722","TOOLIK:TUSSOCKGRID:85",18
"723","TOOLIK:TUSSOCKGRID:51",12
"724","TOOLIK:TUSSOCKGRID:54",12
"725","TOOLIK:TUSSOCKGRID:82",6
"726","ANWR:ATIGUN-A:1",10
"727","ANWR:ATIGUN-A:2",10
"728","ANWR:ATIGUN-A:3",10
"729","ANWR:ATIGUN-A:4",10
"730","ANWR:ATIGUN-A:6",10
"731","ANWR:ATIGUN-A:7",10
"732","ANWR:ATIGUN-A:8",10
"733","ANWR:ATIGUN-A:9",10
"734","ANWR:ATIGUN-A:10",10
"735","ANWR:ATIGUN-A:5",5
"736","ANWR:ATIGUN-B:1",10
"737","ANWR:ATIGUN-B:2",10
"738","ANWR:ATIGUN-B:3",10
"739","ANWR:ATIGUN-B:4",10
"740","ANWR:ATIGUN-B:5",10
"741","ANWR:ATIGUN-B:6",10
"742","ANWR:ATIGUN-B:7",10
"743","ANWR:ATIGUN-B:8",10
"744","ANWR:ATIGUN-B:9",5
"745","ANWR:ATIGUN-B:10",5
"746","ANWR:ATIGUN-C:1",10
"747","ANWR:ATIGUN-C:2",10
"748","ANWR:ATIGUN-C:3",10
"749","ANWR:ATIGUN-C:4",10
"750","ANWR:ATIGUN-C:5",10
"751","ANWR:ATIGUN-C:6",10
"752","ANWR:ATIGUN-C:7",10
"753","ANWR:ATIGUN-C:8",10
"754","ANWR:ATIGUN-C:9",10
"755","ANWR:ATIGUN-C:10",10
"756","ANWR:JAGO-A:1",9
"757","ANWR:JAGO-A:2",9
"758","ANWR:JAGO-A:3",9
"759","ANWR:JAGO-A:4",9
"760","ANWR:JAGO-A:5",9
"761","ANWR:JAGO-A:6",9
"762","ANWR:JAGO-A:7",9
"763","ANWR:JAGO-A:8",9
"764","ANWR:JAGO-A:9",9
"765","ANWR:JAGO-A:10",9
"766","ANWR:JAGO-B:1",9
"767","ANWR:JAGO-B:2",9
"768","ANWR:JAGO-B:3",9
"769","ANWR:JAGO-B:4",9
"770","ANWR:JAGO-B:5",9
"771","ANWR:JAGO-B:6",9
"772","ANWR:JAGO-B:7",9
"773","ANWR:JAGO-B:8",9
"774","ANWR:JAGO-B:9",9
"775","ANWR:JAGO-B:10",9
"776","BROOKS:SHEEN-B:2",5
"777","BROOKS:SHEEN-B:4",10
"778","BROOKS:SHEEN-B:5",10
"779","BROOKS:SHEEN-B:6",10
"780","BROOKS:SHEEN-B:7",10
"781","BROOKS:SHEEN-B:8",10
"782","BROOKS:SHEEN-B:9",10
"783","BROOKS:SHEEN-B:10",10
"784","ENDALEN:BIS-H:BIS-H1",6
"785","ENDALEN:BIS-H:BIS-H2",6
"786","ENDALEN:BIS-H:BIS-H3",6
"787","ENDALEN:BIS-H:BIS-H5",6
"788","ENDALEN:BIS-H:BIS-H4",6
"789","ENDALEN:CAS-H:CAS-H1",6
"790","ENDALEN:CAS-H:CAS-H2",6
"791","ENDALEN:CAS-H:CAS-H3",6
"792","ENDALEN:CAS-H:CAS-H4",6
"793","ENDALEN:CAS-H:CAS-H5",6
"794","ENDALEN:DRY-H:DRY-H1",6
"795","ENDALEN:DRY-H:DRY-H2",6
"796","ENDALEN:DRY-H:DRY-H3",6
"797","ENDALEN:DRY-H:DRY-H4",6
"798","ENDALEN:DRY-H:DRY-H5",6
"799","KYTALYK:LAKEBED:1_REMOVAL_CONTROL",6
"800","KYTALYK:LAKEBED:3_REMOVAL_CONTROL",6
"801","KYTALYK:LAKEBED:5_REMOVAL_CONTROL",6
"802","KYTALYK:LAKEBED:7_REMOVAL_CONTROL",6
"803","KYTALYK:LAKEBED:9_REMOVAL_CONTROL",6
"804","TORNGATS:NAKVAKDRY:11b",7
"805","TORNGATS:NAKVAKDRY:12b",7
"806","TORNGATS:NAKVAKDRY:14b",7
"807","TORNGATS:NAKVAKDRY:15b",7
"808","TORNGATS:NAKVAKDRY:1b",8
"809","TORNGATS:NAKVAKDRY:2a",8
"810","TORNGATS:NAKVAKDRY:3b",8
"811","TORNGATS:NAKVAKDRY:8b",8
"812","TORNGATS:NAKVAKWET:16b",7
"813","TORNGATS:NAKVAKWET:17b",7
"814","TORNGATS:NAKVAKWET:4b",8
"815","TORNGATS:NAKVAKWET:7b",8
"816","TORNGATS:NAKVAKDRY:6b",5
"817","TORNGATS:NAKVAKDRY:13b",5
"818","ALEXFIORD:MEADOW:Mead.c.1",24
"819","ALEXFIORD:WILLOW:Will.c.1",24
"820","ALEXFIORD:MEADOW:Mead.c.2",24
"821","ALEXFIORD:WILLOW:Will.c.2",24
"822","ALEXFIORD:MEADOW:Mead.c.3",24
"823","ALEXFIORD:WILLOW:Will.c.3",24
"824","ALEXFIORD:WILLOW:Will.c.4",24
"825","ALEXFIORD:FERT:Fert.c.c.5",24
"826","ALEXFIORD:WILLOW:Will.c.5",24
"827","ALEXFIORD:MEADOW:Mead.c.6",24
"828","ALEXFIORD:WILLOW:Will.c.6",24
"829","ALEXFIORD:MEADOW:Mead.c.7",24
"830","ALEXFIORD:WILLOW:Will.c.7",24
"831","ALEXFIORD:WILLOW:Will.c.8",24
"832","ALEXFIORD:WILLOW:Will.c.9",24
"833","ALEXFIORD:WILLOW:Will.c.10",24
"834","ALEXFIORD:FERT:Fert.c.c.13",24
"835","ALEXFIORD:FERT:Fert.c.c.21",24
"836","ALEXFIORD:FERT:Fert.c.c.29",24
"837","ALEXFIORD:DOMEGRANITE:Dom.c.2g",13
"838","ALEXFIORD:DOMEDOLOMITE:Dom.c.2d",13
"839","ALEXFIORD:DOMEDOLOMITE:Dom.c.3d",13
"840","ALEXFIORD:DOMEGRANITE:Dom.c.1g",13
"841","ALEXFIORD:DOMEGRANITE:Dom.c.3g",13
"842","ALEXFIORD:DOMEGRANITE:Dom.c.4g",13
"843","ALEXFIORD:DOMEDOLOMITE:Dom.c.1d",13
"844","ALEXFIORD:DOMEDOLOMITE:Dom.c.4d",13
"845","ALEXFIORD:DOMEDOLOMITE:Dom.c.5d",13
"846","ALEXFIORD:DOMEGRANITE:Dom.c.5g",13
"847","ALEXFIORD:FERT:Fert.c.c.37",24
"848","ALEXFIORD:DRYAS:Dry.c.1",24
"849","ALEXFIORD:DRYAS:Dry.c.2",24
"850","ALEXFIORD:DRYAS:Dry.c.3",24
"851","ALEXFIORD:MEADOW:Mead.c.4",19
"852","ALEXFIORD:MEADOW:Mead.c.5",19
"853","ALEXFIORD:MEADOW:Mead.c.8",19
"854","ALEXFIORD:MEADOW:Mead.c.9",19
"855","ALEXFIORD:MEADOW:Mead.c.10",19
"856","ALEXFIORD:CASSIOPE:Cas.c.c.10new",24
"857","ALEXFIORD:CASSIOPE:Cas.c.c.11new",24
"858","ALEXFIORD:CASSIOPE:Cas.c.c.12new",24
"859","ALEXFIORD:CASSIOPE:Cas.c.c.13new",24
"860","ALEXFIORD:CASSIOPE:Cas.c.c.14new",24
"861","ALEXFIORD:CASSIOPE:Cas.c.c.15new",24
"862","ALEXFIORD:CASSIOPE:Cas.c.c.16new",24
"863","ALEXFIORD:CASSIOPE:Cas.c.c.17new",24
"864","ALEXFIORD:CASSIOPE:Cas.c.c.18new",24
"865","ALEXFIORD:CASSIOPE:Cas.c.c.1new",24
"866","ALEXFIORD:CASSIOPE:Cas.c.c.2new",24
"867","ALEXFIORD:CASSIOPE:Cas.c.c.3new",24
"868","ALEXFIORD:CASSIOPE:Cas.c.c.4new",24
"869","ALEXFIORD:CASSIOPE:Cas.c.c.5new",24
"870","ALEXFIORD:CASSIOPE:Cas.c.c.6new",24
"871","ALEXFIORD:CASSIOPE:Cas.c.c.7new",24
"872","ALEXFIORD:CASSIOPE:Cas.c.c.8new",24
"873","ALEXFIORD:CASSIOPE:Cas.c.c.9new",24
"874","ALEXFIORD:CASSIOPE:Cas.c.c.2",19
"875","ALEXFIORD:CASSIOPE:Cas.c.c.4",19
"876","ALEXFIORD:CASSIOPE:Cas.c.c.9",19
"877","ALEXFIORD:CASSIOPE:Cas.c.c.12",19
"878","ALEXFIORD:CASSIOPE:Cas.c.c.13",19
"879","ALEXFIORD:CASSIOPE:Cas.c.c.16",19
"880","ALEXFIORD:DRYAS:Dry.c.4",24
"881","ALEXFIORD:DRYAS:Dry.c.5",24
"882","ALEXFIORD:DRYAS:Dry.c.6",24
"883","ALEXFIORD:DRYAS:Dry.c.7",24
"884","ALEXFIORD:DRYAS:Dry.c.8",24
"885","ALEXFIORD:DRYAS:Dry.c.9",24
"886","ALEXFIORD:DRYAS:Dry.c.10",24
"887","ENDALEN:DRY-L:DRY-L1",12
"888","ENDALEN:DRY-L:DRY-L2",12
"889","ENDALEN:DRY-L:DRY-L5",12
"890","ENDALEN:DRY-L:DRY-L7",12
"891","ENDALEN:DRY-L:DRY-L8",12
"892","ENDALEN:CAS-L:CAS-L1",12
"893","ENDALEN:CAS-L:CAS-L3",12
"894","ENDALEN:CAS-L:CAS-L7",12
"895","ENDALEN:CAS-L:CAS-L9",12
"896","ENDALEN:CAS-L:CAS-L10",12
"897","ENDALEN:BIS-L:BIS-L2",12
"898","ENDALEN:BIS-L:BIS-L3",12
"899","ENDALEN:BIS-L:BIS-L6",12
"900","ENDALEN:BIS-L:BIS-L8",12
"901","ENDALEN:BIS-L:BIS-L10",12
"902","AUDKULUHEIDI:BETULAHEATH:1",22
"903","AUDKULUHEIDI:BETULAHEATH:2",22
"904","AUDKULUHEIDI:BETULAHEATH:3",22
"905","AUDKULUHEIDI:BETULAHEATH:4",22
"906","AUDKULUHEIDI:BETULAHEATH:5",22
"907","AUDKULUHEIDI:BETULAHEATH:6",22
"908","AUDKULUHEIDI:BETULAHEATH:7",22
"909","AUDKULUHEIDI:BETULAHEATH:8",22
"910","AUDKULUHEIDI:BETULAHEATH:9",22
"911","AUDKULUHEIDI:BETULAHEATH:10",22
"912","THINGVELLIR:MOSS HEATH:1",24
"913","THINGVELLIR:MOSS HEATH:3",24
"914","THINGVELLIR:MOSS HEATH:4",24
"915","THINGVELLIR:MOSS HEATH:8",24
"916","THINGVELLIR:MOSS HEATH:9",24
"917","THINGVELLIR:MOSS HEATH:10",24
"918","THINGVELLIR:MOSS HEATH:2",24
"919","THINGVELLIR:MOSS HEATH:5",24
"920","THINGVELLIR:MOSS HEATH:6",24
"921","THINGVELLIR:MOSS HEATH:7",24
"922","QHI:HE:1",23
"923","QHI:HE:2",23
"924","QHI:HE:5",17
"925","QHI:HE:3",18
"926","QHI:HE:6",9
"927","QHI:KO:1",23
"928","QHI:KO:2",23
"929","QHI:KO:3",23
"930","QHI:KO:4",23
"931","QHI:KO:6",23
"932","QHI:KO:5",18
"933","ATQASUK:AD:ADC01",10
"934","ATQASUK:AD:ADC02",10
"935","ATQASUK:AD:ADC03",10
"936","ATQASUK:AD:ADC04",10
"937","ATQASUK:AD:ADC05",10
"938","ATQASUK:AD:ADC06",10
"939","ATQASUK:AD:ADC07",10
"940","ATQASUK:AD:ADC08",10
"941","ATQASUK:AD:ADC09",10
"942","ATQASUK:AD:ADC10",10
"943","ATQASUK:AD:ADC11",10
"944","ATQASUK:AD:ADC12",10
"945","ATQASUK:AD:ADC13",10
"946","ATQASUK:AD:ADC14",10
"947","ATQASUK:AD:ADC15",10
"948","ATQASUK:AD:ADC16",10
"949","ATQASUK:AD:ADC17",10
"950","ATQASUK:AD:ADC18",10
"951","ATQASUK:AD:ADC19",12
"952","ATQASUK:AD:ADC20",12
"953","ATQASUK:AD:ADC21",12
"954","ATQASUK:AD:ADC22",12
"955","ATQASUK:AD:ADC23",12
"956","ATQASUK:AD:ADC24",10
"957","ATQASUK:AW:AWC04",5
"958","ATQASUK:AW:AWC05",12
"959","ATQASUK:AW:AWC06",5
"960","ATQASUK:AW:AWC09",12
"961","ATQASUK:AW:AWC10",10
"962","ATQASUK:AW:AWC11",10
"963","ATQASUK:AW:AWC12",10
"964","ATQASUK:AW:AWC13",10
"965","ATQASUK:AW:AWC15",10
"966","ATQASUK:AW:AWC16",10
"967","ATQASUK:AW:AWC17",10
"968","ATQASUK:AW:AWC18",10
"969","ATQASUK:AW:AWC22",10
"970","ATQASUK:AW:AWC23",10
"971","ATQASUK:AW:AWC14",5
"972","ATQASUK:AW:AWC20",5
"973","ATQASUK:AW:AWC24",5
"974","BARROW:BD:BDC01",9
"975","BARROW:BD:BDC02",9
"976","BARROW:BD:BDC03",9
"977","BARROW:BD:BDC04",9
"978","BARROW:BD:BDC05",9
"979","BARROW:BD:BDC06",9
"980","BARROW:BD:BDC07",9
"981","BARROW:BD:BDC08",9
"982","BARROW:BD:BDC09",9
"983","BARROW:BD:BDC10",9
"984","BARROW:BD:BDC11",9
"985","BARROW:BD:BDC12",9
"986","BARROW:BD:BDC13",9
"987","BARROW:BD:BDC14",9
"988","BARROW:BD:BDC15",9
"989","BARROW:BD:BDC16",9
"990","BARROW:BD:BDC17",11
"991","BARROW:BD:BDC18",11
"992","BARROW:BD:BDC19",11
"993","BARROW:BD:BDC20",9
"994","BARROW:BD:BDC21",11
"995","BARROW:BD:BDC22",9
"996","BARROW:BD:BDC23",11
"997","BARROW:BD:BDC24",9
"998","BARROW:BW:BWC04",9
"999","BARROW:BW:BWC05",11
"1000","BARROW:BW:BWC06",11
"1001","BARROW:BW:BWC07",9
"1002","BARROW:BW:BWC08",9
"1003","BARROW:BW:BWC10",9
"1004","BARROW:BW:BWC12",9
"1005","BARROW:BW:BWC13",9
"1006","BARROW:BW:BWC22",9
"1007","BARROW:BW:BWC23",9
"1008","BARROW:BW:BWC01",5
"1009","BARROW:BW:BWC02",5
"1010","BARROW:BW:BWC03",5
"1011","BARROW:BW:BWC09",5
"1012","BARROW:BW:BWC11",5
"1013","BARROW:BW:BWC14",5
"1014","BARROW:BW:BWC15",5
"1015","BARROW:BW:BWC16",5
"1016","BARROW:BW:BWC17",5
"1017","BARROW:BW:BWC18",5
"1018","BARROW:BW:BWC20",5
"1019","BARROW:BW:BWC21",5
"1020","BARROW:BW:BWC24",5
"1021","ATQASUK:AG:AGCA04",9
"1022","ATQASUK:AG:AGCA05",9
"1023","ATQASUK:AG:AGCA06",9
"1024","ATQASUK:AG:AGCA02",9
"1025","ATQASUK:AG:AGCA03",9
"1026","ATQASUK:AG:AGCA07",9
"1027","ATQASUK:AG:AGCA09",9
"1028","ATQASUK:AG:AGCA10",9
"1029","ATQASUK:AG:AGCB02",9
"1030","ATQASUK:AG:AGCB03",9
"1031","ATQASUK:AG:AGCB04",9
"1032","ATQASUK:AG:AGCB07",9
"1033","ATQASUK:AG:AGCB08",9
"1034","ATQASUK:AG:AGCB09",9
"1035","ATQASUK:AG:AGCB10",9
"1036","ATQASUK:AG:AGCB11",9
"1037","ATQASUK:AG:AGCC05",9
"1038","ATQASUK:AG:AGCC06",6
"1039","ATQASUK:AG:AGCC08",9
"1040","ATQASUK:AG:AGCC09",9
"1041","ATQASUK:AG:AGCC10",9
"1042","ATQASUK:AG:AGCC11",9
"1043","ATQASUK:AG:AGCD02",9
"1044","ATQASUK:AG:AGCD03",9
"1045","ATQASUK:AG:AGCD04",9
"1046","ATQASUK:AG:AGCD05",9
"1047","ATQASUK:AG:AGCD06",9
"1048","ATQASUK:AG:AGCD07",9
"1049","ATQASUK:AG:AGCD08",9
"1050","ATQASUK:AG:AGCD10",9
"1051","ATQASUK:AG:AGCD11",9
"1052","ATQASUK:AG:AGCE02",9
"1053","ATQASUK:AG:AGCE03",9
"1054","ATQASUK:AG:AGCE04",9
"1055","ATQASUK:AG:AGCE06",9
"1056","ATQASUK:AG:AGCE07",9
"1057","ATQASUK:AG:AGCE08",9
"1058","ATQASUK:AG:AGCE09",9
"1059","ATQASUK:AG:AGCE11",9
"1060","ATQASUK:AG:AGCF02",9
"1061","ATQASUK:AG:AGCF05",9
"1062","ATQASUK:AG:AGCF06",9
"1063","ATQASUK:AG:AGCF07",9
"1064","ATQASUK:AG:AGCF08",9
"1065","ATQASUK:AG:AGCF10",9
"1066","ATQASUK:AG:AGCG02",9
"1067","ATQASUK:AG:AGCG03",9
"1068","ATQASUK:AG:AGCG05",9
"1069","ATQASUK:AG:AGCG06",9
"1070","ATQASUK:AG:AGCG07",9
"1071","ATQASUK:AG:AGCG10",9
"1072","ATQASUK:AG:AGCG11",9
"1073","ATQASUK:AG:AGCH02",9
"1074","ATQASUK:AG:AGCH03",9
"1075","ATQASUK:AG:AGCH04",9
"1076","ATQASUK:AG:AGCH10",9
"1077","ATQASUK:AG:AGCH11",9
"1078","ATQASUK:AG:AGCI03",9
"1079","ATQASUK:AG:AGCI04",9
"1080","ATQASUK:AG:AGCI06",9
"1081","ATQASUK:AG:AGCI11",9
"1082","ATQASUK:AG:AGCJ02",9
"1083","ATQASUK:AG:AGCJ03",9
"1084","ATQASUK:AG:AGCJ04",9
"1085","ATQASUK:AG:AGCJ05",9
"1086","ATQASUK:AG:AGCJ09",9
"1087","ATQASUK:AG:AGCJ10",9
"1088","ATQASUK:AG:AGCJ11",9
"1089","ATQASUK:AG:AGCH06",7
"1090","ATQASUK:AG:AGCI05",7
"1091","ATQASUK:AG:AGCB06",6
"1092","BARROW:BG:BGCF11",9
"1093","BARROW:BG:BGCH11",6
"1094","BARROW:BG:BGCJ11",9
"1095","BARROW:BG:BGCC10",9
"1096","BARROW:BG:BGCF10",9
"1097","BARROW:BG:BGCG10",9
"1098","BARROW:BG:BGCB09",9
"1099","BARROW:BG:BGCE09",9
"1100","BARROW:BG:BGCF09",9
"1101","BARROW:BG:BGCE08",9
"1102","BARROW:BG:BGCF08",9
"1103","BARROW:BG:BGCG08",9
"1104","BARROW:BG:BGCC07",9
"1105","BARROW:BG:BGCE07",9
"1106","BARROW:BG:BGCF07",7
"1107","BARROW:BG:BGCK07",9
"1108","BARROW:BG:BGCB06",9
"1109","BARROW:BG:BGCE06",9
"1110","BARROW:BG:BGCF06",8
"1111","BARROW:BG:BGCB05",9
"1112","BARROW:BG:BGCE05",9
"1113","BARROW:BG:BGCF05",9
"1114","BARROW:BG:BGCG05",8
"1115","BARROW:BG:BGCH05",9
"1116","BARROW:BG:BGCI05",9
"1117","BARROW:BG:BGCK05",9
"1118","BARROW:BG:BGCC04",9
"1119","BARROW:BG:BGCD04",9
"1120","BARROW:BG:BGCE04",9
"1121","BARROW:BG:BGCF04",7
"1122","BARROW:BG:BGCG04",9
"1123","BARROW:BG:BGCC03",9
"1124","BARROW:BG:BGCD03",9
"1125","BARROW:BG:BGCH03",9
"1126","BARROW:BG:BGCK03",9
"1127","BARROW:BG:BGCB02",9
"1128","BARROW:BG:BGCD02",9
"1129","BARROW:BG:BGCD05",5
"1130","BARROW:BG:BGCE02",7
"1131","BARROW:BG:BGCF02",7
"1132","BARROW:BG:BGCF03",7
"1133","BARROW:BG:BGCH04",7
"1134","BARROW:BG:BGCD06",5
"1135","BARROW:BG:BGCH06",5
"1136","BARROW:BG:BGCB11",6
"1137","BARROW:BG:BGCK09",6
